Predicted_Labels  True_Labels
0  8
8  8
2  2
17  17
1  1
8  8
8  8
17  17
5  4
2  2
7  8
10  10
8  8
12  12
6  9
7  6
8  8
2  2
7  7
15  15
15  15
6  6
6  6
3  8
2  10
1  1
16  16
6  6
11  17
5  5
3  3
1  1
7  7
5  2
12  8
7  8
1  3
7  6
1  3
5  9
11  11
15  15
10  10
11  13
8  8
2  2
4  9
2  16
6  6
3  3
5  5
8  8
8  8
1  1
14  14
12  12
0  0
15  15
15  15
5  5
1  1
1  1
7  7
7  7
7  7
0  0
13  13
5  4
5  5
11  11
12  12
11  11
10  10
11  11
2  11
7  7
13  13
7  8
2  2
10  10
2  13
3  3
13  11
9  9
5  4
5  9
15  15
8  8
8  8
9  5
2  2
10  10
10  10
9  9
16  16
2  10
17  17
17  17
7  7
10  10
5  4
0  9
8  8
3  3
13  17
16  16
6  5
0  2
16  16
3  3
0  0
12  8
2  16
15  15
16  10
2  2
0  0
9  8
1  1
7  7
5  5
3  3
7  7
8  8
5  4
3  8
3  3
12  12
17  17
2  2
10  13
0  0
10  10
3  3
17  17
11  13
6  6
5  9
13  13
6  5
13  13
11  13
0  10
16  16
11  11
17  17
2  10
3  3
5  6
5  4
12  12
7  7
5  14
1  1
12  8
8  8
17  17
12  8
3  3
9  5
3  3
2  0
17  17
15  14
3  3
16  16
2  2
6  6
17  17
3  3
17  17
10  10
13  13
3  3
12  12
0  0
5  5
13  2
10  10
3  3
7  7
2  2
14  14
5  9
12  12
3  3
12  8
9  9
6  7
11  11
16  16
6  6
7  7
0  0
1  1
8  8
1  1
9  2
16  16
7  7
6  6
7  7
7  7
0  0
17  17
10  10
2  2
16  16
5  5
17  11
5  4
16  16
7  7
11  11
17  17
3  3
1  1
9  9
3  3
14  14
13  17
2  15
13  11
8  8
0  0
5  4
12  12
12  8
11  11
6  6
5  9
8  8
13  2
8  8
1  1
12  12
3  8
5  5
8  8
10  10
7  7
2  13
2  2
3  3
2  16
9  9
5  9
0  0
12  12
3  3
6  9
13  11
12  1
9  9
1  1
10  13
2  2
15  14
5  5
14  14
5  5
8  8
12  8
1  1
16  10
5  5
2  2
9  9
11  11
13  13
12  12
5  9
5  6
9  9
13  13
16  16
2  2
8  8
5  5
5  5
14  14
13  2
1  3
6  5
1  1
6  9
5  9
16  16
6  6
15  15
7  5
3  3
7  7
13  10
13  17
7  7
1  3
2  2
7  7
7  8
10  10
12  12
5  4
12  12
13  13
0  0
0  0
2  2
11  11
0  0
3  3
10  10
7  7
2  2
5  4
8  8
17  17
3  3
6  6
1  1
1  1
12  8
2  2
8  8
12  12
3  3
5  5
7  5
10  10
7  7
3  3
2  2
2  2
6  5
2  2
7  7
9  9
16  16
17  17
16  13
15  15
0  0
5  9
13  13
7  8
2  2
2  2
7  7
15  15
7  5
11  11
17  11
3  8
13  13
3  3
7  7
0  0
17  17
16  16
14  14
16  16
5  9
0  0
5  5
2  2
1  1
7  7
11  11
6  6
3  3
1  3
12  12
8  8
5  4
7  7
0  0
1  3
5  5
3  3
15  15
11  11
5  9
0  0
11  11
16  16
0  0
3  3
8  8
2  2
1  1
5  5
0  0
7  7
3  3
7  7
7  7
7  7
5  5
15  15
12  12
14  14
2  2
0  0
12  12
7  7
5  4
8  8
16  16
6  6
2  2
3  1
6  6
3  3
12  12
7  7
11  11
2  10
3  8
17  17
1  1
13  13
2  9
11  11
1  3
10  10
1  1
11  13
3  1
7  7
14  0
17  17
12  12
8  8
2  13
1  3
14  14
7  7
7  7
2  2
0  0
8  8
1  1
13  13
5  5
7  7
13  13
3  1
12  12
6  6
13  13
16  16
8  8
9  9
17  17
16  16
8  0
0  0
7  7
3  3
1  1
17  9
8  8
4  9
3  1
15  15
2  2
16  16
7  5
13  13
3  3
6  5
2  2
7  7
7  7
1  3
15  15
8  8
10  10
7  8
8  8
16  13
16  16
6  6
0  0
3  3
5  7
3  1
4  4
0  0
2  2
2  2
1  3
1  1
13  13
8  8
6  6
12  12
8  8
8  8
6  6
5  5
14  14
17  17
6  6
5  4
5  4
12  12
11  11
15  15
3  3
13  10
14  14
5  7
16  16
12  12
17  17
13  17
5  9
16  16
8  8
2  2
8  8
8  8
17  17
3  1
3  3
8  8
11  11
2  13
11  11
11  11
7  6
13  13
7  7
2  2
6  6
3  3
0  7
12  12
3  3
12  12
6  6
12  8
3  3
17  17
17  17
12  12
10  10
0  0
8  8
7  6
17  17
2  10
1  1
0  0
3  3
15  15
9  9
5  9
2  2
17  17
10  10
17  17
1  1
13  13
2  2
8  8
7  7
8  8
8  8
5  4
3  3
16  16
5  4
6  6
1  1
6  6
15  15
5  5
5  5
9  9
13  13
0  0
7  0
7  7
1  1
17  17
5  4
17  17
3  3
13  13
1  1
1  3
3  3
15  14
13  13
9  9
14  15
7  7
3  3
14  14
5  9
12  12
7  7
7  7
1  3
15  15
11  10
11  11
13  13
17  17
5  4
16  16
6  6
3  3
13  13
2  2
8  8
5  4
16  16
12  8
1  1
1  1
5  9
15  15
5  5
12  12
9  9
7  7
16  16
5  4
5  4
16  16
12  12
13  13
2  2
2  2
5  14
15  14
13  13
17  17
14  14
5  5
13  13
2  2
0  0
17  17
15  15
6  6
6  6
8  8
15  15
6  9
11  11
7  7
12  12
17  17
7  7
17  17
13  13
6  6
0  0
7  7
2  2
3  3
0  0
16  16
9  2
2  2
2  2
2  8
13  13
8  8
10  10
16  16
15  14
3  3
5  4
12  1
15  15
16  16
17  17
17  17
3  3
7  7
7  7
0  2
5  9
7  7
5  7
1  1
5  9
2  2
5  5
1  1
2  2
10  10
2  2
13  13
16  16
12  12
16  16
7  7
3  3
12  12
8  8
7  7
12  12
12  12
3  3
11  11
11  10
1  12
6  6
0  0
2  2
5  9
2  16
2  9
3  3
9  4
12  12
11  11
0  9
8  8
0  0
7  7
13  13
6  6
2  2
5  5
5  5
8  8
1  3
13  17
7  7
8  8
7  7
8  8
7  7
5  5
12  12
2  16
2  14
1  1
7  7
12  12
16  16
1  1
2  2
2  13
0  5
3  3
10  10
7  0
12  12
2  2
11  13
12  12
5  9
9  9
3  8
12  12
2  10
5  5
13  13
5  9
3  3
11  11
7  7
2  2
2  2
8  8
8  8
13  2
13  5
10  10
13  13
10  10
16  16
5  5
1  3
8  8
2  2
2  10
13  13
7  0
1  3
12  12
8  8
12  12
12  12
13  2
12  8
3  8
2  2
13  11
17  17
12  12
8  6
13  13
7  7
17  9
6  6
5  5
11  11
10  10
0  0
12  12
15  15
9  9
0  0
2  2
7  7
8  8
16  10
16  16
2  2
12  12
5  5
6  5
16  16
17  9
16  16
0  0
5  14
3  3
1  1
11  13
17  17
8  8
6  6
7  7
14  14
8  8
8  8
2  2
12  12
5  9
8  8
1  1
3  8
5  6
9  9
5  5
8  8
13  13
13  13
14  14
13  13
17  17
13  13
5  6
16  16
2  2
1  1
8  8
8  8
13  11
2  2
13  2
8  8
17  9
2  2
10  10
14  15
12  12
3  3
5  5
8  8
7  7
7  7
7  8
10  10
2  2
7  6
5  9
15  15
10  10
11  11
7  0
17  17
10  10
11  11
5  9
5  8
2  2
8  8
5  6
6  6
11  11
10  10
5  9
13  13
11  11
16  16
2  2
5  5
2  2
0  0
16  16
2  2
16  16
8  2
16  16
11  11
11  11
6  6
6  6
12  12
3  8
2  2
7  7
12  12
6  6
2  2
0  0
12  8
16  16
16  2
15  15
2  2
7  11
3  3
6  6
1  3
5  9
13  10
1  1
11  11
7  8
15  15
0  0
8  8
8  8
3  3
7  6
6  6
5  5
17  13
1  3
7  7
9  9
9  9
2  16
17  17
12  12
5  14
17  13
15  15
10  10
7  7
12  12
16  16
6  6
12  12
17  11
3  3
8  8
6  6
13  13
1  3
5  5
11  11
5  0
3  1
0  0
1  3
5  4
12  12
15  15
16  16
11  11
2  2
6  6
2  2
8  8
11  11
6  6
14  14
12  12
7  7
11  11
13  10
9  9
1  1
2  2
14  14
12  12
6  6
2  14
5  17
12  12
12  12
2  2
5  9
9  9
13  10
9  9
3  3
8  6
1  1
12  12
2  16
7  7
6  6
9  9
11  11
17  17
13  13
2  2
11  11
15  15
1  1
17  17
6  6
13  13
5  9
11  11
14  14
5  9
0  0
16  16
8  8
8  8
0  0
8  8
17  17
13  13
7  7
15  15
2  2
1  1
7  7
7  5
3  8
5  9
5  9
3  3
7  7
1  1
13  11
11  11
13  13
13  13
10  10
2  2
13  13
5  4
5  9
2  2
8  8
3  8
11  11
14  14
3  3
12  12
3  3
5  5
2  2
7  7
5  6
13  10
15  15
7  7
12  12
15  15
14  14
8  8
3  3
16  10
11  11
8  0
8  8
12  12
16  16
3  3
1  1
10  10
7  2
5  9
7  7
1  1
8  8
1  3
2  2
6  6
16  10
7  7
2  2
16  16
8  8
2  2
7  0
11  11
15  15
17  17
9  9
2  2
14  14
2  2
12  12
6  6
5  6
12  8
15  15
12  12
7  7
16  13
5  2
6  6
2  13
11  11
8  8
0  0
5  9
9  2
16  16
3  3
1  1
9  9
6  6
12  1
2  2
15  15
2  2
17  17
3  3
0  0
2  2
1  1
8  8
8  8
17  17
13  2
2  2
8  3
12  12
9  9
3  3
5  9
12  12
2  2
13  13
17  17
6  6
0  0
7  7
14  14
16  16
7  5
1  1
9  9
13  13
17  17
2  10
9  8
8  8
12  12
5  5
15  15
0  0
2  2
7  7
5  9
1  1
6  6
5  5
10  10
7  5
5  7
16  16
15  15
11  11
5  5
7  7
1  3
5  9
7  7
14  14
1  1
17  17
15  15
7  6
7  7
8  8
6  6
13  13
7  0
17  17
8  7
8  8
8  0
1  1
8  8
2  2
