Predicted_Labels  True_Labels
9  6
12  12
3  3
15  14
9  5
8  8
12  8
7  7
12  12
5  6
13  13
9  2
0  8
12  12
17  17
14  14
0  0
8  8
9  9
2  2
8  8
8  8
6  6
9  6
9  9
3  1
11  11
6  6
2  2
3  3
9  9
3  3
17  17
6  9
16  16
9  6
9  9
0  0
6  6
9  9
12  12
9  6
0  0
9  5
8  8
10  10
7  7
9  8
13  13
8  1
3  3
11  11
14  9
15  15
10  10
11  11
17  17
1  1
15  15
17  17
8  8
17  17
10  13
1  3
1  1
9  9
3  8
13  11
2  2
11  17
13  10
7  0
3  8
11  11
1  1
12  12
8  9
8  1
12  14
16  16
9  9
2  2
5  6
2  2
7  2
12  12
11  17
2  2
15  15
3  3
14  14
9  9
7  7
2  2
15  15
9  5
8  8
0  9
13  17
15  15
13  11
11  11
12  12
7  7
1  3
12  12
9  9
11  11
3  1
8  8
0  0
8  8
1  1
9  9
9  17
5  5
1  8
5  6
12  12
12  12
2  10
14  14
12  12
2  2
13  10
8  8
0  0
8  8
2  2
13  13
3  3
9  9
12  12
12  12
10  10
13  13
7  7
9  5
15  15
13  13
9  5
12  12
7  7
7  7
8  8
14  4
13  17
8  8
9  7
17  17
3  1
8  8
15  15
9  9
8  8
8  8
2  2
0  0
0  0
9  9
8  1
8  8
2  2
2  2
2  2
11  11
13  17
5  7
8  8
11  11
12  8
3  3
11  17
2  2
15  15
7  7
13  13
9  13
7  7
14  14
6  6
5  6
13  13
6  6
11  11
9  7
3  3
16  10
16  16
1  3
3  3
16  16
9  7
0  7
6  6
12  12
7  7
9  5
1  8
14  9
5  5
6  6
3  3
9  6
9  9
8  8
3  3
9  17
3  3
6  6
10  10
6  5
3  3
11  11
7  7
10  10
9  4
6  6
12  12
9  9
2  2
3  3
9  9
8  8
16  16
12  12
12  1
2  2
8  8
11  11
8  8
0  0
15  15
8  9
8  2
2  2
7  7
2  2
14  14
12  12
15  15
7  0
2  2
4  6
13  17
17  17
1  1
9  4
13  13
9  0
17  17
11  11
15  14
9  5
3  1
13  17
1  1
9  5
14  14
3  3
7  0
13  17
16  16
12  12
6  6
1  1
3  3
13  2
1  1
15  15
7  7
9  17
8  8
3  3
9  5
3  3
16  10
8  8
13  13
15  15
11  13
9  5
11  11
12  8
9  9
7  7
12  12
11  11
15  0
11  11
8  9
8  8
7  7
9  9
7  7
1  14
9  4
16  16
16  10
2  2
7  7
3  3
11  11
8  8
11  11
9  9
13  11
15  15
1  3
9  7
9  9
9  17
13  13
9  9
3  3
11  17
6  6
9  4
16  16
2  2
13  10
8  8
2  2
2  2
8  8
5  4
10  10
8  9
16  16
8  8
6  6
0  0
0  0
2  2
17  17
8  8
2  2
8  2
16  16
7  0
9  5
8  8
8  8
13  11
10  10
11  17
7  7
0  0
8  7
6  6
13  11
6  5
9  5
8  8
9  4
15  9
7  7
0  0
3  3
12  12
7  0
5  6
12  12
0  0
9  9
8  8
15  14
16  10
9  5
2  2
1  1
2  13
8  8
12  12
15  15
3  3
9  5
15  15
2  2
12  8
11  11
8  8
14  14
8  7
9  9
9  4
12  12
1  1
7  7
11  11
12  2
3  3
8  14
15  9
1  3
7  7
13  13
6  6
9  9
2  10
9  5
13  11
12  7
8  6
0  0
15  15
14  4
11  11
16  16
14  14
16  16
10  10
12  12
3  3
8  8
3  3
16  16
8  8
15  14
2  2
9  2
9  9
9  5
16  16
13  13
6  6
8  8
8  8
2  2
8  8
12  12
9  9
12  12
9  5
7  7
16  16
6  5
0  0
9  5
15  2
3  3
6  6
2  2
6  6
2  2
8  8
6  6
0  7
3  3
9  9
8  9
13  13
8  8
3  3
2  2
12  12
0  9
8  6
13  13
1  1
7  7
8  8
14  15
16  16
7  7
9  2
13  13
13  13
10  10
9  7
9  4
14  14
12  8
8  8
8  8
15  5
8  8
9  17
0  0
9  7
5  4
16  16
8  8
10  10
8  6
1  8
9  9
8  0
9  6
16  10
3  3
0  0
12  8
2  9
9  6
8  8
12  12
12  12
13  13
3  3
13  13
12  13
9  9
7  2
0  8
7  7
9  9
3  3
8  8
5  5
9  9
17  17
8  8
12  8
8  6
7  7
14  5
7  7
8  8
14  14
15  15
9  9
2  16
2  13
13  13
11  13
3  1
3  1
8  8
6  6
17  17
6  6
9  7
12  12
2  2
2  2
3  3
9  9
